GalaxyID,x,y,e1,e2
Galaxy1,3625.88,3110.54,-0.618513,0.093005
Galaxy2,3116.54,3588.66,-0.175197,0.438930
Galaxy3,1515.67,2748.59,0.116690,0.164435
Galaxy4,4162.47,4105.05,0.294594,-0.013814
Galaxy5,2083.65,547.84,0.113595,0.160132
Galaxy6,3193.37,1023.47,-0.220895,-0.307527
Galaxy7,3059.84,3175.54,-0.049369,-0.007353
Galaxy8,2467.74,2222.90,0.042963,-0.182941
Galaxy9,723.94,111.28,0.344400,0.199510
Galaxy10,1311.36,3110.18,0.144271,0.017005
Galaxy11,1552.72,404.82,-0.044410,-0.233749
Galaxy12,2354.56,2285.62,0.018010,-0.205484
Galaxy13,2566.71,1421.05,-0.067479,-0.197500
Galaxy14,2656.04,191.04,0.257854,0.279342
Galaxy15,1442.62,775.48,-0.134094,0.122656
Galaxy16,2820.09,3381.81,0.153552,0.346358
Galaxy17,2127.91,279.44,-0.076653,-0.181067
Galaxy18,424.68,4121.53,-0.087146,-0.274358
Galaxy19,3484.67,2789.07,-0.113174,0.233629
Galaxy20,1541.79,835.63,-0.107532,-0.217994
Galaxy21,3764.50,2975.45,0.077860,0.533090
Galaxy22,292.08,1488.17,0.131194,0.089391
Galaxy23,2710.88,3025.18,-0.325860,-0.171956
Galaxy24,2406.05,3193.04,-0.444787,0.094287
Galaxy25,1814.73,778.85,0.448412,-0.055276
Galaxy26,1889.34,1929.57,0.310317,0.368773
Galaxy27,2760.76,3734.03,-0.020255,0.211553
Galaxy28,1712.75,1638.64,-0.035724,-0.117974
Galaxy29,4183.12,1329.83,-0.258979,-0.195591
Galaxy30,688.11,926.01,-0.258715,0.151982
Galaxy31,2194.30,745.90,-0.240201,0.369783
Galaxy32,1782.99,1657.75,-0.037071,0.090599
Galaxy33,1363.44,3409.84,0.416056,-0.202912
Galaxy34,3259.54,1108.81,-0.094710,0.214375
Galaxy35,765.62,3868.38,-0.019383,-0.106524
Galaxy36,1109.85,1861.86,-0.058131,0.356460
Galaxy37,1830.41,76.76,0.363553,0.413294
Galaxy38,3317.35,1158.57,-0.222568,0.300846
Galaxy39,1113.34,2487.37,-0.181334,0.301890
Galaxy40,834.29,3976.81,-0.248816,-0.258888
Galaxy41,3210.33,3680.42,-0.136786,0.149212
Galaxy42,2480.31,1145.29,-0.278283,-0.035886
Galaxy43,3989.00,1349.05,0.013152,0.037679
Galaxy44,1742.55,4183.23,-0.276519,-0.122458
Galaxy45,1162.38,538.62,0.006756,0.169755
Galaxy46,1788.57,3051.78,-0.273644,-0.290149
Galaxy47,385.64,2756.43,-0.124616,0.167880
Galaxy48,3860.70,3676.34,0.224414,0.267925
Galaxy49,900.82,3268.09,0.089161,0.236498
Galaxy50,3809.58,3991.25,0.029147,-0.242527
Galaxy51,3698.29,284.01,-0.297398,0.147742
Galaxy52,4017.85,1690.52,0.364912,0.509756
Galaxy53,2081.68,2178.72,0.158649,-0.097436
Galaxy54,172.58,3553.61,-0.072222,0.017544
Galaxy55,274.47,1475.29,-0.107881,-0.158143
Galaxy56,433.74,3936.84,0.431820,0.165396
Galaxy57,1659.40,958.18,-0.306954,0.131677
Galaxy58,3177.48,317.18,0.137830,-0.086742
Galaxy59,3704.33,3951.40,0.482943,0.162491
Galaxy60,925.40,2983.75,-0.357646,0.150097
Galaxy61,2112.73,3548.41,0.123156,0.244984
Galaxy62,2455.67,2387.43,-0.159016,0.408681
Galaxy63,518.34,3172.68,-0.292030,0.316820
Galaxy64,672.42,2035.24,-0.153464,-0.090088
Galaxy65,2435.62,3089.91,0.223155,0.027698
Galaxy66,1924.49,2900.88,-0.002964,0.199474
Galaxy67,3596.55,502.57,0.018623,0.126887
Galaxy68,2114.59,1068.58,0.217262,0.099273
Galaxy69,1262.11,550.39,0.009950,0.079321
Galaxy70,4023.16,1532.41,0.240113,-0.245809
Galaxy71,2893.40,683.22,-0.181273,-0.121461
Galaxy72,751.77,2719.17,0.262955,-0.074625
Galaxy73,403.34,683.23,0.077509,0.296631
Galaxy74,1367.84,2257.21,-0.314817,-0.546069
Galaxy75,1210.07,3389.12,0.010382,0.165677
Galaxy76,579.89,3356.13,-0.024188,0.047715
Galaxy77,4157.12,2256.76,-0.163517,-0.029655
Galaxy78,3875.46,3638.01,0.483264,0.278185
Galaxy79,3409.78,4104.93,0.307751,0.304612
Galaxy80,685.53,1341.94,-0.030164,0.023211
Galaxy81,455.07,277.47,-0.100088,-0.026445
Galaxy82,2523.48,1077.55,0.210522,-0.485869
Galaxy83,2387.21,1437.26,-0.075305,-0.132016
Galaxy84,596.89,2794.00,0.211427,0.145952
Galaxy85,3042.79,1667.45,0.017113,0.057697
Galaxy86,986.37,783.62,0.107318,0.176047
Galaxy87,2903.11,2022.93,-0.162022,0.196238
Galaxy88,636.98,1605.43,-0.066332,-0.101397
Galaxy89,1673.08,1525.00,-0.278495,0.347657
Galaxy90,2293.71,3830.53,-0.051848,-0.075878
Galaxy91,1727.18,2028.40,-0.180903,-0.346735
Galaxy92,3723.22,2123.54,0.325554,0.106385
Galaxy93,1846.40,975.21,-0.203983,0.199035
Galaxy94,1877.51,2342.20,0.151283,0.155619
Galaxy95,1182.36,2031.57,0.273315,0.014491
Galaxy96,3392.42,3771.47,-0.079799,0.261570
Galaxy97,3757.12,3421.71,0.015256,0.400722
Galaxy98,4086.64,1691.78,-0.321468,0.156185
Galaxy99,4077.92,803.54,0.017381,0.114363
Galaxy100,317.73,3830.56,-0.148722,0.015000
Galaxy101,1002.63,434.55,-0.051198,-0.015597
Galaxy102,1373.69,2157.33,-0.027917,-0.025459
Galaxy103,445.95,2434.20,0.139631,0.057800
Galaxy104,2173.67,1752.53,0.256626,0.099458
Galaxy105,3537.36,45.83,-0.080147,-0.336689
Galaxy106,3535.65,1699.31,-0.260770,0.050162
Galaxy107,2770.98,3570.65,0.152530,0.282135
Galaxy108,683.43,1594.83,-0.037981,-0.166606
Galaxy109,2705.47,2431.06,0.032036,-0.071157
Galaxy110,2911.49,3794.49,0.048357,-0.115581
Galaxy111,2453.96,4051.46,0.150947,-0.174926
Galaxy112,3418.44,2114.02,0.227542,-0.162672
Galaxy113,2871.86,4114.86,0.060177,-0.049752
Galaxy114,4008.06,402.92,-0.086895,0.143496
Galaxy115,1916.67,1838.74,0.008911,-0.039432
Galaxy116,1105.93,2138.59,-0.006120,0.080358
Galaxy117,3114.91,2912.93,-0.242709,0.092227
Galaxy118,1404.83,2161.97,0.157896,0.188607
Galaxy119,2294.45,3346.47,-0.403146,-0.384120
Galaxy120,2575.65,838.98,-0.116545,0.107775
Galaxy121,3415.73,3364.43,-0.432173,-0.147885
Galaxy122,2240.03,1099.99,0.155926,0.156560
Galaxy123,3075.40,2949.83,-0.079271,0.078246
Galaxy124,3382.60,1883.23,0.066235,-0.432009
