GalaxyID,x,y,e1,e2
Galaxy1,383.24,508.92,-0.043903,-0.038220
Galaxy2,3224.66,556.35,0.077709,0.062862
Galaxy3,3524.29,422.13,-0.222280,0.026434
Galaxy4,975.55,2088.31,-0.245385,0.178454
Galaxy5,1351.73,2884.89,-0.050213,0.246211
Galaxy6,2737.87,1652.24,0.064722,-0.108644
Galaxy7,1950.98,47.66,0.027233,-0.335722
Galaxy8,656.73,3851.35,0.037617,-0.035200
Galaxy9,1918.52,3277.07,-0.112917,-0.121993
Galaxy10,3062.85,946.60,0.075669,0.156846
Galaxy11,3469.35,634.01,-0.175952,-0.009324
Galaxy12,1805.98,1874.23,0.198422,0.158003
Galaxy13,1210.60,3193.73,0.418517,-0.246082
Galaxy14,1341.14,2118.89,0.046813,0.289014
Galaxy15,2681.16,2636.22,0.002576,-0.299312
Galaxy16,2952.47,1453.81,0.083067,-0.191438
Galaxy17,688.46,1541.41,-0.324772,0.194256
Galaxy18,1206.54,1976.11,-0.028453,0.206548
Galaxy19,1609.12,2274.04,0.101078,0.078984
Galaxy20,1638.29,1786.34,-0.024880,0.158986
Galaxy21,300.95,3659.79,-0.222176,-0.242765
Galaxy22,3328.46,1330.42,-0.033461,0.175124
Galaxy23,2190.79,1468.13,0.306280,-0.340524
Galaxy24,516.42,3053.41,-0.163476,-0.237792
Galaxy25,1494.79,2618.68,-0.099391,-0.270636
Galaxy26,428.24,3306.59,-0.102188,-0.407778
Galaxy27,3871.05,1855.27,0.329443,-0.122423
Galaxy28,2937.03,3694.86,0.453109,0.091238
Galaxy29,2882.01,606.52,-0.479082,0.172052
Galaxy30,1167.62,2276.29,0.063189,-0.118248
Galaxy31,4057.79,2704.07,0.182072,0.174292
Galaxy32,1463.44,1288.96,-0.012969,-0.303319
Galaxy33,4111.10,1158.77,-0.167061,-0.301749
Galaxy34,858.06,4171.19,0.130751,0.018494
Galaxy35,2246.33,728.47,0.278534,-0.299597
Galaxy36,1701.13,3896.66,0.106290,-0.121011
Galaxy37,2737.32,2617.91,-0.067193,0.057915
Galaxy38,1320.85,1040.79,-0.294026,-0.085160
Galaxy39,4065.83,2605.78,-0.219374,-0.224995
Galaxy40,2564.23,1966.53,0.527193,-0.410963
Galaxy41,148.32,3137.60,-0.241265,-0.069135
Galaxy42,295.64,3789.72,-0.249477,-0.291446
Galaxy43,2831.03,2746.76,0.242806,-0.362034
Galaxy44,2591.01,4029.50,0.081999,-0.064010
Galaxy45,265.27,940.32,0.072795,0.375822
Galaxy46,1021.31,2777.11,-0.031720,-0.089158
Galaxy47,2629.32,552.01,0.049705,0.128855
Galaxy48,790.03,3378.47,0.164784,-0.209952
Galaxy49,1705.96,2184.78,-0.390386,-0.104262
Galaxy50,876.33,1104.20,-0.009038,0.005074
Galaxy51,1802.04,3195.59,0.088744,0.351738
Galaxy52,3500.58,904.39,-0.413276,-0.217796
Galaxy53,3788.59,2189.62,0.086689,-0.215900
Galaxy54,2650.39,1732.31,0.037491,0.365092
Galaxy55,1499.79,219.37,0.106191,0.116151
Galaxy56,1355.02,1533.74,-0.048095,0.010423
Galaxy57,1342.06,3307.91,0.040518,-0.181363
Galaxy58,3147.36,2365.38,-0.054181,-0.360485
Galaxy59,1771.87,2844.24,-0.202391,-0.247468
Galaxy60,825.49,1949.81,-0.238299,0.250258
Galaxy61,2223.90,2027.72,0.236658,-0.079929
Galaxy62,2933.21,1476.95,0.167427,0.082844
Galaxy63,2042.84,3774.01,-0.039483,-0.297127
Galaxy64,4159.97,855.87,0.158513,-0.073398
Galaxy65,2015.60,1362.87,0.298472,0.097312
Galaxy66,913.46,553.03,-0.146107,0.072025
Galaxy67,3195.31,2090.27,-0.027966,-0.026498
Galaxy68,3687.01,3949.05,0.480256,-0.575879
Galaxy69,3257.48,397.16,-0.278601,0.467753
Galaxy70,1952.33,2951.22,0.120995,-0.553901
Galaxy71,3828.52,3955.76,0.858619,-0.071973
Galaxy72,3678.84,1417.43,0.299213,-0.117367
Galaxy73,2884.15,2391.20,0.221989,0.062267
Galaxy74,696.47,936.19,-0.222901,-0.128744
Galaxy75,3021.11,4031.00,-0.421336,0.245827
Galaxy76,237.32,4138.09,-0.165545,0.228178
Galaxy77,3022.89,703.07,0.023127,0.152913
Galaxy78,1827.85,844.86,0.259351,0.217064
Galaxy79,370.76,737.61,-0.153381,-0.227691
Galaxy80,776.89,50.24,0.005539,0.168334
Galaxy81,3700.33,2622.72,0.059922,0.274976
Galaxy82,3210.57,1948.17,0.333446,-0.004513
Galaxy83,2869.93,3213.52,-0.051236,-0.113473
Galaxy84,2241.30,2165.41,0.054701,-0.580716
Galaxy85,2984.51,403.05,0.130751,0.079316
Galaxy86,3763.19,256.47,-0.314021,-0.067879
Galaxy87,3034.10,1855.70,-0.104423,0.255765
Galaxy88,804.67,1700.75,0.016879,-0.120635
Galaxy89,3996.99,3652.99,0.176048,-0.011041
Galaxy90,3517.37,1287.37,0.254677,-0.269606
Galaxy91,3991.44,2348.53,-0.076206,-0.249845
Galaxy92,3040.40,4196.48,0.119775,0.100524
Galaxy93,3068.65,2330.34,0.086028,0.016934
Galaxy94,526.62,140.49,-0.163298,-0.281237
Galaxy95,2472.78,107.38,-0.156560,0.266668
Galaxy96,707.80,3868.95,-0.028751,-0.136083
Galaxy97,1233.20,2276.15,-0.065476,-0.048446
Galaxy98,2809.71,3641.82,-0.405744,-0.068858
Galaxy99,3775.16,3272.49,0.254104,0.034070
Galaxy100,3081.44,527.46,0.076287,-0.234699
Galaxy101,2580.00,2811.08,0.236021,0.009698
Galaxy102,3373.59,2270.02,-0.115974,-0.200053
Galaxy103,417.62,657.91,-0.003404,0.027501
Galaxy104,786.86,1451.32,-0.073400,-0.177274
Galaxy105,1821.89,879.18,0.331313,0.161373
Galaxy106,3821.46,3902.11,0.671169,0.043616
Galaxy107,3970.51,535.34,0.131713,-0.245903
Galaxy108,2209.44,3283.45,0.237884,-0.093205
Galaxy109,1935.58,214.35,0.067110,-0.043741
Galaxy110,3498.74,2030.37,-0.016511,-0.106948
Galaxy111,2059.64,2902.78,-0.019833,-0.108715
Galaxy112,387.12,110.13,0.183523,0.050786
Galaxy113,3692.47,350.61,0.331251,0.209102
Galaxy114,4132.80,2994.16,0.443436,-0.236562
Galaxy115,3153.14,199.02,-0.174192,-0.043906
Galaxy116,2352.63,3070.50,-0.375859,0.075427
Galaxy117,1656.48,3934.86,-0.164144,0.013859
Galaxy118,1737.93,3925.63,-0.030227,-0.182161
Galaxy119,3058.06,433.87,-0.172823,-0.159781
Galaxy120,3901.47,3693.75,0.519311,-0.060209
Galaxy121,635.02,1302.49,0.334164,0.146613
Galaxy122,2678.13,682.72,-0.302321,-0.062967
Galaxy123,1810.66,1058.54,0.121879,0.322390
Galaxy124,1158.43,1498.89,0.474160,0.318329
Galaxy125,163.41,3111.84,-0.067846,-0.148548
Galaxy126,1462.95,440.98,-0.032646,-0.079378
Galaxy127,1182.79,2632.14,-0.173570,-0.118865
Galaxy128,658.69,2548.95,-0.194310,0.579968
Galaxy129,1242.80,1724.10,0.081888,-0.367604
Galaxy130,196.85,3483.37,-0.410820,0.485705
Galaxy131,1418.08,1489.97,0.297131,0.035024
Galaxy132,4195.79,3079.09,-0.426776,0.239074
Galaxy133,4082.69,2286.50,0.135013,-0.094956
Galaxy134,291.81,3899.65,-0.015460,-0.242107
Galaxy135,4175.19,4018.70,-0.374463,0.263540
Galaxy136,4179.47,687.01,-0.047960,-0.140033
Galaxy137,137.03,2572.60,0.146662,-0.063376
Galaxy138,2135.21,3131.31,0.185715,-0.206791
Galaxy139,3161.71,3575.87,0.177273,-0.184400
Galaxy140,92.46,2470.01,0.168805,-0.005226
Galaxy141,3333.87,459.93,0.026304,-0.041891
Galaxy142,2289.20,3955.00,-0.199239,-0.025542
Galaxy143,3524.54,920.94,0.242091,0.144156
Galaxy144,3327.54,4059.94,-0.165151,-0.343272
Galaxy145,1583.66,2630.15,-0.153290,-0.290261
Galaxy146,830.29,1348.86,0.212573,-0.169645
Galaxy147,344.13,855.05,0.039628,0.131171
Galaxy148,3998.20,1857.38,-0.114898,0.039496
Galaxy149,1020.50,2388.76,0.120947,-0.048778
Galaxy150,1902.12,1096.22,-0.162650,0.200422
Galaxy151,4018.48,2017.85,0.310020,0.167551
Galaxy152,1374.37,3028.63,-0.187949,-0.025703
Galaxy153,2863.69,3034.49,0.331177,-0.325111
Galaxy154,501.77,359.41,-0.461836,0.091533
Galaxy155,2988.52,3878.66,0.090141,-0.312374
Galaxy156,3288.75,3358.58,0.115395,-0.317648
Galaxy157,2324.25,340.55,0.154159,-0.186358
Galaxy158,3234.92,1678.24,0.133709,-0.097065
