GalaxyID,x,y,e1,e2
Galaxy1,2655.90,154.42,-0.036592,-0.285236
Galaxy2,2264.09,1682.37,0.358453,0.235203
Galaxy3,232.25,3929.19,0.555409,-0.252944
Galaxy4,786.63,822.89,-0.009833,-0.332508
Galaxy5,434.32,3890.11,-0.333658,0.005813
Galaxy6,1247.92,2330.66,0.634622,-0.175930
Galaxy7,3030.62,3052.31,-0.003562,-0.042143
Galaxy8,589.35,1174.35,0.147820,0.197762
Galaxy9,1186.20,810.14,-0.128376,-0.138776
Galaxy10,1403.47,1850.40,-0.009134,-0.076099
Galaxy11,1721.53,2331.78,0.104710,-0.046190
Galaxy12,2561.35,2505.25,-0.292861,0.162223
Galaxy13,3870.18,939.13,-0.326962,0.052465
Galaxy14,844.48,1803.07,-0.000619,-0.069632
Galaxy15,1616.16,2368.30,0.162385,0.257693
Galaxy16,1362.02,1276.29,0.153758,-0.258089
Galaxy17,4001.47,1742.14,0.067155,0.329282
Galaxy18,3385.18,2821.78,0.110523,0.480081
Galaxy19,2007.87,1288.20,-0.205638,0.317363
Galaxy20,1858.24,1766.73,0.253468,0.033036
Galaxy21,566.76,2619.22,0.359946,-0.057035
Galaxy22,1210.44,728.06,-0.095159,0.393272
Galaxy23,2438.55,4092.51,0.020313,-0.254683
Galaxy24,3884.23,1348.20,-0.137359,-0.290253
Galaxy25,375.46,2941.32,-0.322202,-0.050012
Galaxy26,4029.68,2404.93,-0.325133,-0.001716
Galaxy27,2134.54,1469.16,0.064632,0.327970
Galaxy28,1185.77,2591.63,-0.034404,-0.118447
Galaxy29,154.84,2185.75,-0.078268,0.287269
Galaxy30,3971.11,1852.89,0.468737,0.453800
Galaxy31,2845.82,1601.66,0.061776,-0.081256
Galaxy32,3282.08,1995.44,0.079345,-0.005592
Galaxy33,450.70,1058.96,-0.245335,-0.083808
Galaxy34,426.70,2053.70,-0.190475,-0.325556
Galaxy35,4040.00,3731.38,-0.053467,-0.306553
Galaxy36,201.05,3046.59,0.106482,0.016923
Galaxy37,149.15,1877.41,0.058355,-0.101928
Galaxy38,556.24,1939.44,0.027768,0.239495
Galaxy39,313.94,2474.65,0.128613,0.046384
Galaxy40,1931.75,2961.51,-0.143885,0.347686
Galaxy41,2563.13,1938.11,0.056460,0.394911
Galaxy42,3071.44,67.31,0.401628,0.015127
Galaxy43,1520.39,3634.80,0.052590,0.165947
Galaxy44,2267.38,3122.87,0.282108,0.229130
Galaxy45,1259.40,2891.58,0.023803,0.101386
Galaxy46,2793.02,324.54,-0.282607,0.037495
Galaxy47,3522.24,2735.86,0.138045,0.039746
Galaxy48,1368.50,2653.35,0.322042,-0.182171
Galaxy49,2130.51,2096.99,0.153581,0.085863
Galaxy50,3417.50,3796.47,-0.221866,0.048320
Galaxy51,2657.39,2261.32,-0.072477,0.363037
Galaxy52,816.30,2706.68,0.416154,-0.299918
Galaxy53,1881.25,3972.82,-0.046574,-0.039733
Galaxy54,1702.61,2859.04,0.222451,-0.073263
Galaxy55,344.37,1072.12,0.188985,-0.382449
Galaxy56,2135.91,1832.84,0.230665,-0.048856
Galaxy57,2652.20,1292.75,-0.135849,0.252849
Galaxy58,1500.23,2617.86,-0.038420,0.071961
Galaxy59,1656.52,1313.90,0.057387,-0.243498
Galaxy60,2380.84,1571.22,0.049757,-0.201779
Galaxy61,3940.82,4118.31,-0.370385,0.067074
Galaxy62,2351.30,865.38,0.026692,0.260809
Galaxy63,3100.34,2975.41,0.074328,0.451543
Galaxy64,239.67,66.14,-0.032917,-0.025238
Galaxy65,2617.66,2089.35,0.565399,0.125746
Galaxy66,246.48,2440.30,0.015703,-0.072951
Galaxy67,3225.53,897.03,0.003264,0.236717
Galaxy68,2698.45,3827.63,-0.283816,-0.183537
Galaxy69,4146.94,2103.74,-0.237575,0.074020
Galaxy70,3833.00,3607.60,0.159979,0.011658
Galaxy71,3215.73,1627.14,-0.024025,0.171100
