GalaxyID,x,y,e1,e2
Galaxy1,3939.36,2560.05,-0.114850,0.046560
Galaxy2,3899.84,803.42,-0.149108,0.015226
Galaxy3,2727.50,572.93,0.339251,-0.343173
Galaxy4,938.85,3912.66,-0.128289,0.007169
Galaxy5,4006.13,2911.55,-0.260031,-0.210694
Galaxy6,2527.01,3151.65,0.151594,0.047604
Galaxy7,701.93,3870.17,0.074153,-0.385092
Galaxy8,994.51,2674.95,0.129802,-0.283747
Galaxy9,724.48,4068.99,0.371454,0.167988
Galaxy10,1985.66,3145.88,0.097962,0.050531
Galaxy11,974.56,3353.76,-0.144800,-0.230536
Galaxy12,2508.02,1509.88,0.420916,-0.143109
Galaxy13,4199.65,503.25,-0.193166,0.216099
Galaxy14,2520.32,3955.06,0.132862,-0.386797
Galaxy15,3411.62,549.69,-0.143874,-0.045653
Galaxy16,4060.15,1080.20,0.178323,-0.100978
Galaxy17,843.71,1273.84,-0.008357,-0.202737
Galaxy18,2577.16,1305.03,0.094478,-0.205711
Galaxy19,3249.50,3693.99,-0.021766,-0.203350
Galaxy20,4034.66,2257.64,-0.108224,0.007224
Galaxy21,2821.07,1341.14,0.159540,0.238273
Galaxy22,1594.05,3403.92,-0.036811,0.237431
Galaxy23,2472.98,4104.50,0.021703,0.238561
Galaxy24,2992.53,3375.49,-0.098685,-0.387454
Galaxy25,4066.26,1183.01,0.068819,0.079438
Galaxy26,1479.59,3411.72,-0.266689,0.191621
Galaxy27,4103.04,1861.44,0.028626,-0.405814
Galaxy28,3036.25,1146.08,-0.362781,-0.201541
Galaxy29,269.59,1963.53,0.235585,-0.179632
Galaxy30,551.96,3419.82,-0.072312,-0.400045
Galaxy31,403.27,2183.70,-0.021137,0.215714
Galaxy32,166.20,2658.93,-0.373219,0.280427
Galaxy33,1975.94,1297.00,-0.150227,-0.477646
Galaxy34,2682.83,3737.16,0.115833,-0.401635
Galaxy35,1598.07,3057.73,0.009100,-0.266274
Galaxy36,3834.19,1738.14,-0.095647,-0.034160
Galaxy37,3888.10,1933.99,0.067617,0.036647
Galaxy38,2369.84,3026.20,-0.115105,-0.127429
Galaxy39,1097.59,60.18,0.009810,-0.219949
Galaxy40,1814.87,4189.91,0.169156,-0.172968
Galaxy41,2869.51,2752.85,0.130157,0.041695
Galaxy42,2136.92,3426.92,-0.453412,0.013355
Galaxy43,2359.13,1295.21,-0.109471,-0.384065
Galaxy44,2244.11,616.71,0.392990,0.062042
Galaxy45,3164.99,1351.48,0.069526,-0.113153
Galaxy46,2090.39,1511.81,-0.020139,-0.148961
Galaxy47,3416.44,3546.78,-0.180526,-0.200444
Galaxy48,4013.06,904.77,0.177071,-0.060754
Galaxy49,1777.83,3037.52,0.190217,0.249587
Galaxy50,2354.23,686.87,-0.190365,0.205434
Galaxy51,2317.49,504.60,0.227225,-0.193313
Galaxy52,735.27,287.25,-0.215366,-0.449848
Galaxy53,1454.53,787.17,-0.045880,-0.550070
Galaxy54,1047.20,1509.08,-0.145412,0.363782
Galaxy55,675.78,3198.87,0.096940,-0.205304
Galaxy56,2852.17,622.68,0.113787,0.082788
Galaxy57,2649.42,604.11,-0.160393,-0.095820
Galaxy58,3881.57,1300.07,-0.130193,0.147176
Galaxy59,2666.78,340.08,-0.031064,0.248271
Galaxy60,1024.21,533.66,0.271310,-0.147474
Galaxy61,4110.32,3025.58,-0.338207,-0.150995
Galaxy62,2387.65,4007.92,0.284262,0.069156
Galaxy63,1769.35,723.46,0.243380,0.232036
Galaxy64,1531.11,1177.46,-0.442294,-0.094115
Galaxy65,1566.89,3370.25,-0.164946,-0.202651
Galaxy66,667.64,795.42,-0.016454,-0.104456
Galaxy67,3801.67,787.04,0.089771,0.073926
Galaxy68,3429.23,1588.88,-0.078186,-0.137347
Galaxy69,2697.84,2748.94,0.372590,-0.103594
Galaxy70,647.28,2525.68,-0.061483,0.069979
Galaxy71,363.43,1521.99,0.038663,0.366384
Galaxy72,2860.10,2366.57,0.324571,-0.248531
Galaxy73,443.74,2392.90,0.077656,0.168361
Galaxy74,3450.55,1124.69,-0.281575,0.407477
Galaxy75,84.58,3348.15,0.027953,0.051730
Galaxy76,103.22,1945.43,-0.304346,0.468663
Galaxy77,625.35,1128.47,0.003633,-0.090694
Galaxy78,3843.19,423.02,-0.150015,0.201618
Galaxy79,4044.45,142.56,-0.011135,0.298496
Galaxy80,2877.53,1372.31,-0.318888,0.380112
Galaxy81,45.40,2773.27,-0.157561,-0.094625
Galaxy82,1161.82,955.92,-0.159044,-0.004526
Galaxy83,2549.97,3101.17,0.196807,0.104290
Galaxy84,1599.98,2967.87,-0.002876,0.532055
Galaxy85,776.49,2615.70,-0.228626,-0.079885
Galaxy86,598.13,915.06,-0.001853,0.001752
Galaxy87,3877.11,1200.08,0.041571,-0.103521
Galaxy88,1040.21,1504.22,0.094974,-0.090313
Galaxy89,3022.57,1842.28,-0.407424,0.331788
Galaxy90,3046.72,928.37,0.132346,0.107532
Galaxy91,3892.60,3900.49,-0.087226,0.033171
Galaxy92,1666.13,798.14,-0.041794,-0.037386
Galaxy93,2122.73,3317.40,-0.167401,0.100971
Galaxy94,1084.05,3282.49,-0.028251,0.023266
Galaxy95,525.05,1478.73,-0.336453,0.265615
Galaxy96,2033.86,192.97,0.023287,-0.282614
Galaxy97,1380.66,988.94,0.082693,0.062904
Galaxy98,855.79,516.03,-0.092116,-0.226334
Galaxy99,1119.92,3602.42,-0.018388,0.290474
Galaxy100,1660.41,1599.64,-0.180065,-0.079153
Galaxy101,2396.89,3555.39,-0.058727,-0.304231
Galaxy102,3589.77,2532.01,0.102200,0.191145
Galaxy103,3338.37,1700.46,-0.294816,0.121796
Galaxy104,1577.67,345.02,0.019170,-0.167047
Galaxy105,3825.30,266.66,0.264764,-0.161685
Galaxy106,1545.64,1515.23,-0.037350,-0.096222
Galaxy107,714.42,2159.89,-0.113393,-0.174335
Galaxy108,3604.95,1655.39,-0.181857,0.368277
Galaxy109,1640.03,943.64,0.007664,-0.186560
Galaxy110,2060.55,3457.43,-0.189243,-0.274555
Galaxy111,1516.79,3880.01,-0.219881,0.131147
Galaxy112,996.87,3647.02,0.197911,0.170836
Galaxy113,294.11,467.21,0.257210,0.380442
Galaxy114,3106.63,1975.14,-0.246740,-0.353714
Galaxy115,3701.80,408.88,-0.285032,0.143358
Galaxy116,1905.40,3646.76,-0.036407,-0.078804
Galaxy117,2349.36,298.95,0.197253,0.275873
Galaxy118,583.88,2847.27,0.000118,-0.010605
Galaxy119,728.15,3883.92,0.107591,-0.371067
Galaxy120,3659.04,496.21,0.066763,0.072836
Galaxy121,1532.68,1881.54,-0.288880,-0.366037
Galaxy122,1003.70,4105.22,-0.061218,0.491901
Galaxy123,1087.15,4199.66,-0.067000,-0.203958
Galaxy124,1365.74,2367.11,0.170205,0.218928
Galaxy125,4124.14,3625.12,0.133361,-0.035657
Galaxy126,772.90,258.68,-0.119820,-0.092269
Galaxy127,1097.60,4082.26,0.010715,-0.251040
Galaxy128,2341.61,393.68,0.290324,-0.122284
Galaxy129,1212.14,1052.48,-0.114314,-0.371940
Galaxy130,3842.21,2915.13,-0.071004,-0.718550
Galaxy131,3810.59,3114.42,-0.227418,-0.074608
Galaxy132,2425.27,391.20,0.384177,0.007124
Galaxy133,4020.25,2229.32,-0.094505,0.173930
Galaxy134,1289.89,4179.20,0.210364,0.311170
Galaxy135,1367.99,3511.53,0.136250,0.202600
Galaxy136,4162.05,294.33,-0.039077,0.373440
Galaxy137,2951.72,2656.63,0.339438,-0.250947
Galaxy138,485.01,4180.44,-0.156195,-0.148955
Galaxy139,911.49,2670.46,-0.230956,0.043009
Galaxy140,1804.74,4199.48,-0.065681,-0.002662
Galaxy141,2214.89,635.86,0.106521,0.462950
Galaxy142,250.35,2871.72,-0.128347,0.071889
Galaxy143,1757.34,1868.32,-0.271839,0.027939
Galaxy144,2420.36,801.05,-0.027613,-0.434314
Galaxy145,4024.68,4123.00,-0.271545,-0.047399
Galaxy146,2941.77,1270.93,0.381206,0.081452
Galaxy147,1514.91,537.66,-0.160712,-0.134573
