GalaxyID,x,y,e1,e2
Galaxy1,2040.66,461.94,-0.116194,-0.242418
Galaxy2,384.60,3602.85,0.452630,0.223687
Galaxy3,3331.21,1826.78,0.086786,0.199640
Galaxy4,879.52,740.42,-0.264241,0.051261
Galaxy5,702.03,312.67,-0.134561,0.021467
Galaxy6,389.46,3062.20,0.169044,-0.104717
Galaxy7,3183.80,3132.43,0.091766,-0.248581
Galaxy8,3263.31,352.47,0.066176,-0.321562
Galaxy9,858.71,4141.49,-0.116129,0.057733
Galaxy10,4096.85,1074.68,-0.054943,-0.572854
Galaxy11,1269.55,2710.83,0.013333,0.004304
Galaxy12,3112.23,4048.49,-0.271445,-0.252410
Galaxy13,4176.86,3563.83,-0.147333,-0.250588
Galaxy14,3040.93,2879.90,-0.319028,-0.093711
Galaxy15,2585.82,1905.95,0.129130,-0.384023
Galaxy16,1317.69,3773.04,-0.139618,-0.036940
Galaxy17,1365.39,2592.94,0.242446,0.144369
Galaxy18,2431.37,2598.65,0.076109,-0.074501
Galaxy19,2626.03,2370.47,-0.016611,-0.211231
Galaxy20,3146.18,458.37,-0.080539,-0.034676
Galaxy21,532.02,4159.96,-0.040235,0.399670
Galaxy22,4006.58,2634.56,-0.089577,0.055345
Galaxy23,651.03,3329.24,-0.025026,-0.267599
Galaxy24,3020.41,352.55,0.012315,-0.121425
Galaxy25,1229.81,1817.23,-0.268781,-0.221918
Galaxy26,711.83,70.33,-0.192414,-0.415220
Galaxy27,2309.73,3505.67,-0.097289,-0.144631
Galaxy28,837.62,3865.48,-0.148271,0.062479
Galaxy29,1272.40,1659.99,0.270393,-0.037557
Galaxy30,3632.41,2979.20,-0.065207,-0.182298
Galaxy31,596.07,3270.43,-0.223787,-0.119887
Galaxy32,3646.55,1539.46,-0.081856,0.038880
Galaxy33,1893.46,873.78,0.203364,-0.090588
Galaxy34,2429.00,2414.42,-0.404092,-0.128404
Galaxy35,1110.88,1683.43,-0.238386,-0.264019
Galaxy36,2246.42,2062.65,0.178886,0.253843
Galaxy37,3065.92,577.49,0.273074,0.233407
Galaxy38,481.75,1836.12,-0.117076,-0.178741
Galaxy39,1370.55,176.93,0.326783,0.012088
Galaxy40,2606.78,647.18,-0.324039,0.164368
Galaxy41,94.17,2639.56,-0.195879,-0.034559
Galaxy42,268.31,1239.56,0.308875,-0.441393
Galaxy43,1710.25,2919.43,-0.140763,-0.313837
Galaxy44,2715.90,1523.74,0.143976,-0.151032
Galaxy45,1719.15,323.89,-0.179982,0.244992
Galaxy46,165.77,893.11,0.094303,-0.257659
Galaxy47,880.17,4034.68,0.178599,-0.003857
Galaxy48,625.80,1530.05,0.181190,-0.145027
Galaxy49,1199.97,1810.92,-0.349812,0.298065
Galaxy50,722.35,1960.27,0.229512,-0.352836
Galaxy51,1641.88,219.03,-0.108993,-0.116121
Galaxy52,2292.28,3066.62,-0.265204,-0.072715
Galaxy53,1976.99,1652.43,-0.155961,-0.077549
Galaxy54,2556.99,2996.56,-0.079220,-0.146376
Galaxy55,2128.78,3302.01,-0.026321,0.195832
Galaxy56,1698.30,4174.97,-0.057232,-0.117387
Galaxy57,3617.07,3572.02,-0.190545,-0.141146
Galaxy58,146.46,2017.10,0.109183,-0.120480
Galaxy59,3019.30,3712.20,0.185961,-0.102506
Galaxy60,3232.00,1248.14,-0.262570,0.024763
Galaxy61,2679.31,1983.34,-0.335922,0.012222
Galaxy62,1923.10,1182.12,0.482230,0.110484
Galaxy63,1304.01,1921.30,-0.225769,0.012794
Galaxy64,3905.69,2991.67,-0.260959,-0.268951
Galaxy65,2344.35,775.28,0.109472,0.161493
