GalaxyID,x,y,e1,e2
Galaxy1,669.55,649.22,-0.023554,-0.136890
Galaxy2,526.89,87.22,0.284731,-0.233403
Galaxy3,1340.78,3268.26,0.034954,-0.105051
Galaxy4,1885.42,775.47,-0.186563,-0.094905
Galaxy5,14.15,1467.71,-0.073372,-0.312410
Galaxy6,2811.97,911.47,-0.051018,0.273818
Galaxy7,1078.91,2255.06,-0.080209,0.071963
Galaxy8,2563.03,2845.07,-0.032473,-0.025565
Galaxy9,2569.43,2159.41,-0.049687,-0.459996
Galaxy10,2447.97,1373.52,-0.321226,0.305084
Galaxy11,782.97,370.29,-0.094288,0.075553
Galaxy12,1659.47,107.89,0.290276,0.017779
Galaxy13,68.47,2545.43,0.006290,0.297178
Galaxy14,2270.24,1035.27,0.026769,0.041662
Galaxy15,1555.08,3755.73,0.427605,0.080287
Galaxy16,2396.42,1748.71,-0.166212,-0.032361
Galaxy17,2017.55,2431.40,0.620023,0.020625
Galaxy18,1241.01,105.90,-0.110772,-0.125983
Galaxy19,2499.93,3899.41,0.210111,0.068581
Galaxy20,1427.42,548.59,-0.273214,-0.089654
Galaxy21,553.97,2880.17,0.013934,0.374513
Galaxy22,2978.22,2622.92,-0.338773,-0.159257
Galaxy23,3072.68,4135.03,-0.368609,0.069436
Galaxy24,2524.69,1447.77,0.158832,0.079683
Galaxy25,3914.01,1493.03,-0.073087,0.037541
Galaxy26,3594.30,3398.16,0.379505,0.060379
Galaxy27,490.13,1285.82,-0.659369,-0.182985
Galaxy28,1384.52,2179.79,-0.175447,-0.087918
Galaxy29,372.57,2956.32,-0.438559,0.261092
Galaxy30,1401.76,3573.84,-0.183390,0.045779
Galaxy31,864.69,3491.07,0.385092,0.054065
Galaxy32,1747.35,3202.52,0.191189,-0.234425
Galaxy33,3348.04,3993.42,-0.261206,0.399192
Galaxy34,3610.07,1648.72,0.125391,0.020498
Galaxy35,804.08,3640.62,0.246513,0.279097
Galaxy36,2599.39,1916.16,-0.175627,0.205087
Galaxy37,2926.25,2129.65,-0.381796,0.041860
Galaxy38,2731.96,1365.42,0.147883,0.063445
Galaxy39,3839.87,3140.22,0.057150,0.352598
Galaxy40,117.76,2615.86,-0.004034,0.283297
Galaxy41,2132.24,1593.31,-0.310255,-0.010974
Galaxy42,2435.79,3904.00,0.095281,-0.347789
Galaxy43,2562.29,1836.92,-0.083412,0.152525
Galaxy44,1354.92,1737.85,-0.158507,-0.039471
Galaxy45,440.36,2382.87,0.209708,0.139300
Galaxy46,1943.27,3254.12,0.096397,-0.052977
Galaxy47,2241.31,1012.87,-0.260794,0.005723
