GalaxyID,x,y,e1,e2
Galaxy1,1898.34,1614.46,0.134550,-0.255463
Galaxy2,1104.46,2489.55,0.086575,0.188651
Galaxy3,1575.00,2652.15,0.047664,0.002757
Galaxy4,1238.25,3798.90,0.188379,-0.138824
Galaxy5,3545.26,615.88,-0.165227,-0.338543
Galaxy6,3199.01,829.87,0.005530,-0.113162
Galaxy7,145.34,3291.32,-0.154308,0.004870
Galaxy8,3825.23,983.73,-0.102577,0.490887
Galaxy9,2790.32,1921.67,-0.364629,-0.052321
Galaxy10,969.73,1697.53,0.386086,-0.114648
Galaxy11,2510.31,101.07,0.268635,0.510000
Galaxy12,268.91,3971.87,-0.116897,0.120973
Galaxy13,3316.21,4164.25,-0.143151,-0.187799
Galaxy14,2486.31,3574.73,-0.554936,0.108472
Galaxy15,3155.11,3682.72,0.219387,0.026964
Galaxy16,229.07,28.02,-0.099446,-0.204422
Galaxy17,560.52,842.19,-0.065704,-0.449192
Galaxy18,1701.53,1875.01,0.224701,-0.054843
Galaxy19,2100.97,300.48,0.400978,-0.400643
Galaxy20,3863.18,1350.10,0.020918,0.089086
Galaxy21,3425.03,2336.88,0.023375,0.086426
Galaxy22,3983.83,1419.35,-0.262921,-0.029402
Galaxy23,721.22,2065.84,-0.265688,-0.419592
Galaxy24,531.21,1073.25,0.254939,0.174657
Galaxy25,3682.33,140.67,0.084743,0.046408
Galaxy26,1462.90,2824.44,-0.419130,-0.013439
Galaxy27,478.17,714.59,-0.035648,0.075700
Galaxy28,3185.30,413.14,-0.024220,0.002581
Galaxy29,1691.71,1720.93,0.468681,-0.299895
Galaxy30,49.48,2415.37,0.070554,-0.431204
Galaxy31,1009.46,1281.06,-0.031519,-0.057546
Galaxy32,2804.25,3734.56,-0.301210,0.057721
Galaxy33,1460.30,2699.49,0.064595,0.242229
Galaxy34,3667.10,3037.62,0.023547,-0.248940
Galaxy35,2071.49,3184.05,-0.178147,0.093529
Galaxy36,1991.86,444.03,-0.381519,0.355598
Galaxy37,3735.28,1853.95,-0.220523,-0.010732
Galaxy38,2720.10,1180.23,0.066790,0.185248
Galaxy39,2550.42,3414.32,-0.435904,-0.095978
Galaxy40,3889.01,1258.65,-0.178804,0.275860
Galaxy41,3389.39,1367.82,0.296682,-0.605370
Galaxy42,3756.78,532.10,0.356322,0.146618
Galaxy43,3788.19,2915.33,0.083285,0.179071
Galaxy44,2975.07,1011.41,-0.143739,0.187403
Galaxy45,357.68,716.24,-0.149027,-0.369713
Galaxy46,771.48,2044.63,-0.160007,0.139265
Galaxy47,545.84,3680.58,-0.246674,0.152637
Galaxy48,2564.08,3458.58,-0.209366,0.090066
Galaxy49,447.05,995.01,-0.094319,-0.353253
Galaxy50,2160.70,3058.25,0.194059,-0.251897
Galaxy51,2861.81,1833.70,0.091842,0.315586
Galaxy52,2636.90,2161.90,0.208008,0.265268
Galaxy53,1995.43,988.83,-0.313898,0.363666
Galaxy54,2637.11,1205.21,-0.157103,0.018356
Galaxy55,3769.81,2028.17,-0.088761,0.127845
Galaxy56,2985.20,124.36,0.038543,0.135511
Galaxy57,3370.78,2053.63,0.079324,-0.131393
Galaxy58,1035.37,3696.17,-0.070104,-0.198673
Galaxy59,1935.04,96.92,0.128206,-0.024386
Galaxy60,485.11,1743.86,-0.246661,0.606751
Galaxy61,4090.66,2491.38,-0.204074,0.059441
Galaxy62,153.80,2189.22,0.346819,-0.358427
Galaxy63,3785.01,892.10,0.163963,0.089475
Galaxy64,999.71,3826.54,0.462807,0.043426
Galaxy65,2164.96,1452.94,0.060752,0.046539
Galaxy66,3369.72,1758.66,0.155586,0.280131
Galaxy67,1430.55,1246.13,0.180877,-0.027300
Galaxy68,128.89,1793.77,-0.146430,-0.272248
Galaxy69,1671.32,1134.55,0.105219,-0.007962
Galaxy70,1310.82,1050.37,-0.103124,0.234343
Galaxy71,1277.49,2571.02,0.557372,-0.146429
Galaxy72,819.54,2599.19,-0.404388,0.161012
Galaxy73,2643.64,2955.84,0.030152,-0.321792
Galaxy74,375.27,1318.43,-0.040161,-0.116097
Galaxy75,2029.65,1791.18,-0.073806,-0.009143
Galaxy76,2833.92,2267.10,0.034086,-0.150541
Galaxy77,886.34,2323.62,-0.289909,-0.232885
Galaxy78,450.57,2346.37,-0.199833,0.336362
Galaxy79,3004.05,452.21,0.144274,-0.121901
Galaxy80,1267.16,3477.87,0.299076,0.086919
Galaxy81,2650.32,3298.51,-0.035059,-0.236805
Galaxy82,4001.01,4128.00,-0.507409,0.222515
Galaxy83,2224.76,1565.29,0.128292,-0.073554
Galaxy84,2856.53,3168.54,-0.011552,-0.203021
Galaxy85,699.33,1746.21,0.037940,-0.185355
Galaxy86,3773.25,3759.39,-0.157844,0.045370
Galaxy87,3795.05,2544.45,0.282910,0.225638
Galaxy88,2751.79,1346.17,-0.373257,-0.211086
Galaxy89,1576.97,3184.67,0.116053,0.414086
Galaxy90,2032.53,935.22,0.273068,-0.022161
Galaxy91,3359.05,1958.87,-0.029751,0.402336
Galaxy92,2393.94,1022.60,0.232095,-0.310117
Galaxy93,1374.64,207.93,-0.134110,-0.072159
Galaxy94,2847.71,1735.79,-0.167046,0.282995
Galaxy95,194.01,274.34,-0.158327,-0.180022
Galaxy96,1092.09,4094.14,-0.100722,0.096314
Galaxy97,2560.72,2032.53,-0.051771,0.130411
Galaxy98,3620.48,549.09,0.044032,0.188693
Galaxy99,2824.79,4172.59,0.096702,-0.155130
Galaxy100,2891.08,1477.22,-0.047486,0.117727
Galaxy101,1313.56,1446.95,-0.141880,-0.271251
Galaxy102,569.11,1885.48,0.039703,-0.148508
Galaxy103,2290.95,4062.47,0.304117,-0.364840
Galaxy104,2446.85,1284.47,0.346068,-0.302477
Galaxy105,419.59,2621.77,-0.027382,-0.238803
Galaxy106,416.32,822.53,0.024746,0.226882
Galaxy107,1261.32,3207.14,0.126334,0.126669
Galaxy108,3978.46,2392.60,-0.122289,0.034409
Galaxy109,1110.01,3563.61,-0.035138,-0.384687
Galaxy110,691.32,3529.25,0.047204,0.181318
Galaxy111,1972.52,747.14,0.011354,0.334845
Galaxy112,383.12,3321.56,-0.351157,0.044568
Galaxy113,3047.64,4106.45,-0.037252,-0.212459
Galaxy114,1591.19,3584.91,0.074070,-0.168088
Galaxy115,1224.89,1987.93,0.040747,-0.255587
Galaxy116,387.49,133.20,-0.089094,-0.125112
Galaxy117,2782.03,4185.27,-0.099943,-0.155555
Galaxy118,423.09,3971.02,0.394786,-0.015093
Galaxy119,203.09,2707.07,0.227388,0.497588
Galaxy120,3777.05,2347.35,-0.123150,0.377818
Galaxy121,2578.84,1911.68,0.096247,-0.039006
