GalaxyID,x,y,e1,e2
Galaxy1,1927.54,1508.69,-0.013179,-0.002675
Galaxy2,2886.62,528.12,-0.267400,-0.024152
Galaxy3,2701.39,3132.08,-0.124408,-0.228251
Galaxy4,2163.12,1138.99,0.003318,-0.136874
Galaxy5,1418.88,761.68,-0.011546,0.248412
Galaxy6,2936.51,2036.43,0.041390,0.547245
Galaxy7,1118.17,968.68,-0.050443,0.103773
Galaxy8,3785.26,2125.50,0.088421,0.112854
Galaxy9,3655.92,2201.42,-0.198541,0.222783
Galaxy10,24.60,2852.46,0.145929,0.002569
Galaxy11,1823.10,1118.83,-0.106867,-0.431647
Galaxy12,1518.28,1730.52,0.077965,-0.102131
Galaxy13,3461.93,718.84,0.003304,-0.204264
Galaxy14,2220.82,388.80,0.425517,0.016603
Galaxy15,1926.17,1319.13,-0.121800,0.022464
Galaxy16,2190.95,3317.72,-0.299266,-0.111009
Galaxy17,146.50,894.76,0.000283,-0.300831
Galaxy18,4075.07,1795.37,-0.415582,0.531932
Galaxy19,3031.74,2060.06,-0.109110,0.361065
Galaxy20,2167.99,3114.72,0.131008,-0.430758
Galaxy21,3223.32,3957.78,-0.075371,-0.284715
Galaxy22,412.70,1474.48,0.020171,0.118832
Galaxy23,225.53,153.02,0.206355,0.082922
Galaxy24,357.28,2000.98,-0.458387,-0.277326
Galaxy25,1075.19,1340.07,-0.026826,0.040868
Galaxy26,77.20,156.03,0.022035,-0.122447
Galaxy27,289.87,3446.98,-0.234759,-0.017256
Galaxy28,1685.17,316.40,0.451385,0.149701
Galaxy29,3076.75,783.82,0.039089,-0.202643
Galaxy30,3475.81,1996.61,0.113518,-0.064347
Galaxy31,2106.30,3118.24,-0.063509,0.049800
Galaxy32,3506.28,3305.52,0.091933,-0.075750
Galaxy33,1022.08,1180.71,-0.155519,-0.208187
Galaxy34,821.63,632.18,-0.037855,-0.573851
Galaxy35,2549.62,2527.71,-0.130581,-0.022939
Galaxy36,1001.49,3175.93,-0.234443,0.184744
Galaxy37,1380.68,3929.16,0.017056,0.038537
Galaxy38,1497.26,2477.12,-0.157671,-0.097289
Galaxy39,3449.36,921.20,-0.610412,-0.170979
Galaxy40,81.94,2921.68,-0.096511,0.383958
Galaxy41,3716.33,1305.37,0.122706,0.129041
Galaxy42,3060.12,2304.43,0.000306,-0.004716
Galaxy43,2335.42,3576.98,0.450712,0.464607
Galaxy44,4046.60,2178.27,0.148043,-0.265412
Galaxy45,45.90,2399.78,-0.065852,-0.118467
Galaxy46,4051.16,510.04,0.193121,-0.084723
Galaxy47,3739.08,920.90,-0.360128,0.365748
Galaxy48,2061.92,1921.53,0.241504,-0.056970
Galaxy49,2095.49,3761.36,0.209362,0.461382
Galaxy50,2182.44,3951.65,0.061596,-0.086258
Galaxy51,2400.18,3247.76,0.247847,0.176819
Galaxy52,2780.54,2439.61,-0.250841,0.408146
Galaxy53,2139.58,3520.33,0.275872,-0.015701
Galaxy54,882.80,2618.47,-0.056803,0.014687
Galaxy55,3674.87,1370.36,-0.243202,-0.114565
Galaxy56,3142.48,1998.15,-0.081702,0.179131
Galaxy57,2171.54,3433.79,0.054036,-0.066789
Galaxy58,1313.04,164.14,-0.442711,0.083173
Galaxy59,2565.80,3376.34,-0.214152,-0.109060
Galaxy60,3852.22,1287.78,-0.239296,0.141700
Galaxy61,3852.91,2002.56,-0.221597,0.020912
Galaxy62,1847.34,80.09,-0.131273,-0.054461
Galaxy63,2853.05,3140.95,-0.274258,0.215129
Galaxy64,1675.41,1619.37,0.228827,0.140435
Galaxy65,3743.98,323.55,-0.208281,0.204345
Galaxy66,1953.98,4130.19,-0.063386,0.400406
Galaxy67,942.30,1025.42,-0.031470,-0.290716
Galaxy68,1647.34,3509.29,-0.018442,-0.000383
Galaxy69,2335.91,3396.40,-0.199448,-0.259113
Galaxy70,2746.30,1404.77,-0.006990,-0.095513
Galaxy71,836.95,1979.37,0.369637,0.204567
Galaxy72,3804.86,2661.65,0.290579,0.117843
