GalaxyID,x,y,e1,e2
Galaxy1,3843.76,2489.78,0.190107,0.352632
Galaxy2,3377.49,1401.61,0.259467,0.077096
Galaxy3,3324.04,2727.29,-0.039659,0.041339
Galaxy4,2675.48,3350.91,0.029532,-0.172037
Galaxy5,2201.05,2938.32,0.003248,-0.393582
Galaxy6,4007.60,3183.09,-0.074660,-0.038558
Galaxy7,2610.01,3438.66,0.313603,-0.142020
Galaxy8,2032.06,99.10,0.048389,-0.175348
Galaxy9,441.71,3802.12,-0.219494,0.000306
Galaxy10,1370.37,4096.35,-0.005253,0.269330
Galaxy11,1663.13,1265.00,0.258006,-0.249535
Galaxy12,1585.99,1380.68,0.505105,-0.104426
Galaxy13,572.70,1401.10,-0.072388,0.326713
Galaxy14,3751.16,3920.53,-0.273303,-0.129627
Galaxy15,1310.86,2467.67,0.183740,-0.356516
Galaxy16,1839.98,3399.62,0.150033,0.174809
Galaxy17,1042.74,3816.87,0.023374,0.243786
Galaxy18,3634.54,2028.05,0.051252,0.090785
Galaxy19,4004.58,3208.86,-0.121879,0.458916
Galaxy20,3380.08,2355.96,0.072265,0.005358
Galaxy21,2383.43,3323.66,-0.127075,-0.137944
Galaxy22,3055.22,323.40,0.406320,0.117002
Galaxy23,8.98,1264.30,0.094048,0.128389
Galaxy24,3227.59,2108.42,0.021090,-0.156041
Galaxy25,1982.44,3798.54,-0.057509,-0.420424
Galaxy26,2943.32,3486.24,0.017185,-0.231664
Galaxy27,1230.04,3075.76,-0.197139,-0.114954
Galaxy28,3709.73,1386.42,-0.060771,-0.198480
Galaxy29,1813.63,1750.63,0.094813,-0.145864
Galaxy30,3565.49,3184.23,0.016284,-0.228043
Galaxy31,451.74,3997.64,-0.539242,-0.046911
Galaxy32,2691.47,4011.20,-0.463739,-0.009016
Galaxy33,1071.85,3067.45,-0.301069,0.263724
Galaxy34,1830.77,2386.99,0.389108,0.005105
Galaxy35,610.42,4061.82,0.299875,-0.092920
Galaxy36,902.19,1813.24,-0.320745,-0.142947
Galaxy37,1615.97,379.16,0.001713,0.130018
Galaxy38,1816.97,1047.67,0.149360,-0.045342
Galaxy39,656.71,1057.14,0.009019,-0.221155
Galaxy40,3517.96,3074.05,0.034679,0.005136
Galaxy41,705.06,3649.53,-0.126496,0.070165
Galaxy42,1321.00,2657.39,0.060578,-0.158982
Galaxy43,2913.48,3071.58,0.173909,0.015345
Galaxy44,2928.62,463.48,0.721565,-0.301537
Galaxy45,1076.01,2444.33,-0.039286,-0.016029
Galaxy46,1562.71,2835.52,0.115527,0.144748
Galaxy47,3596.03,4104.77,-0.695835,0.014541
Galaxy48,2390.66,2660.50,0.095821,0.092968
Galaxy49,3891.47,2943.86,0.398407,0.046466
Galaxy50,3691.76,246.18,0.071824,-0.283196
Galaxy51,1666.21,1372.37,0.190199,-0.027717
Galaxy52,1461.29,633.11,-0.328525,-0.229084
Galaxy53,4079.21,3462.87,-0.064234,-0.099143
Galaxy54,3071.67,3697.71,0.225088,0.428273
Galaxy55,790.77,1833.94,0.106977,-0.540871
Galaxy56,13.31,1638.83,0.351858,0.074013
Galaxy57,1417.00,897.59,-0.240261,-0.019673
Galaxy58,4006.84,142.58,0.074391,-0.211148
Galaxy59,1675.35,1526.28,0.116345,-0.142493
Galaxy60,465.28,298.45,-0.272144,0.139687
Galaxy61,1108.58,18.10,0.053689,0.054354
Galaxy62,2806.36,837.66,0.221730,0.079577
Galaxy63,2359.68,2665.59,-0.265503,-0.091049
Galaxy64,337.40,96.00,0.336501,-0.105362
Galaxy65,614.99,3982.17,0.111048,0.170895
Galaxy66,2815.41,1094.74,-0.069060,0.261759
Galaxy67,2687.82,2225.55,0.167889,-0.079684
Galaxy68,2546.75,2445.58,-0.061400,-0.060805
Galaxy69,700.89,3754.21,-0.027784,-0.001227
Galaxy70,469.92,3619.39,0.116351,0.044751
Galaxy71,1740.72,3953.24,-0.052301,-0.241373
Galaxy72,2043.28,4026.54,0.067407,-0.247339
Galaxy73,651.82,1145.51,0.379501,0.141493
Galaxy74,226.78,1613.44,0.092665,0.062625
Galaxy75,2275.03,1499.60,-0.195277,-0.011221
Galaxy76,1422.77,2877.09,-0.450914,0.015778
Galaxy77,2914.88,2289.79,0.162624,0.270251
Galaxy78,574.41,2367.65,0.386734,-0.220253
Galaxy79,2092.46,231.55,0.162820,-0.397718
Galaxy80,645.17,3780.17,-0.446082,-0.002217
Galaxy81,3586.48,3580.83,0.122234,0.497809
Galaxy82,863.48,950.41,-0.237333,-0.065415
Galaxy83,1005.97,858.68,0.221458,-0.139256
Galaxy84,2932.12,2926.37,-0.059793,-0.077755
Galaxy85,353.84,2247.04,0.057690,-0.055551
Galaxy86,3547.02,1883.51,-0.104106,0.188627
Galaxy87,1921.19,763.69,0.120038,-0.040327
Galaxy88,165.69,2971.02,-0.120207,0.281754
Galaxy89,322.45,307.15,0.371095,0.370075
Galaxy90,4143.54,3331.91,-0.029994,0.461151
Galaxy91,2452.61,271.62,0.082900,-0.203021
Galaxy92,3122.28,418.24,-0.057886,0.023558
Galaxy93,2061.21,1247.88,0.343887,-0.235630
Galaxy94,1605.92,2425.12,0.089669,-0.367512
Galaxy95,1353.46,229.57,-0.062904,-0.443191
Galaxy96,3577.63,881.41,-0.221154,0.082150
Galaxy97,3902.94,2082.52,-0.028932,0.213350
Galaxy98,590.32,734.89,-0.011376,0.135627
Galaxy99,3682.10,2394.92,-0.115194,0.154906
Galaxy100,1898.98,371.66,-0.382146,-0.176346
Galaxy101,1776.29,3063.52,-0.349785,-0.214475
Galaxy102,1593.94,2804.51,0.337627,-0.336709
Galaxy103,805.70,1743.31,-0.122515,0.247367
Galaxy104,3482.52,22.74,0.087626,-0.020960
Galaxy105,1488.22,2820.03,0.416577,0.089651
Galaxy106,110.60,1319.89,-0.559016,-0.026519
Galaxy107,2838.05,123.43,-0.189907,0.019984
Galaxy108,1784.05,1134.51,0.341311,0.092511
Galaxy109,799.14,1212.36,0.175074,-0.040957
Galaxy110,4017.11,225.33,-0.241843,0.385396
Galaxy111,1531.35,1854.57,-0.057313,-0.160017
Galaxy112,2499.71,4147.37,-0.666026,-0.102377
Galaxy113,2831.84,1192.30,-0.033618,0.035182
Galaxy114,238.93,4012.05,0.015660,-0.115514
Galaxy115,3694.71,2169.89,0.044286,-0.116217
Galaxy116,2266.96,2964.68,0.198166,-0.179012
Galaxy117,2350.14,462.26,-0.212616,0.065974
Galaxy118,2173.52,2444.03,-0.278467,-0.527064
Galaxy119,2106.26,1848.90,0.043828,0.077994
Galaxy120,2058.06,2396.27,-0.360317,-0.367934
Galaxy121,2336.08,1779.34,-0.231350,0.254112
Galaxy122,492.54,1472.94,-0.111438,-0.295583
Galaxy123,2633.42,49.84,0.221035,0.234847
Galaxy124,3197.14,1556.97,-0.206267,0.537624
Galaxy125,1251.83,3359.05,-0.035800,0.012762
Galaxy126,3957.77,190.13,0.407886,0.246438
Galaxy127,1749.39,771.03,-0.145746,-0.142285
Galaxy128,3335.85,1304.01,0.378273,0.112776
Galaxy129,398.90,314.65,-0.248220,-0.071345
Galaxy130,39.51,3418.58,-0.210937,-0.271757
Galaxy131,1523.86,3994.00,-0.033576,0.396139
Galaxy132,4159.46,2231.22,0.097466,-0.344383
Galaxy133,3708.41,767.60,0.100125,-0.245198
Galaxy134,1375.27,2130.42,0.024861,-0.204228
Galaxy135,2542.39,2011.26,0.069074,0.087009
Galaxy136,3324.49,2822.22,-0.059024,0.032265
Galaxy137,3186.27,803.56,-0.112665,-0.358529
Galaxy138,504.01,2893.20,0.062567,0.297440
Galaxy139,93.17,1024.10,-0.330715,0.167362
Galaxy140,1219.32,840.16,0.212293,0.225186
Galaxy141,1026.76,1599.66,0.017921,-0.036353
Galaxy142,3635.45,3447.89,0.238670,0.140665
Galaxy143,262.00,1664.27,-0.299430,-0.186752
Galaxy144,1970.92,2184.88,-0.476668,0.258995
Galaxy145,1178.86,3205.30,0.018128,0.111900
Galaxy146,3638.27,3155.94,0.035536,0.405550
Galaxy147,2342.36,2822.25,0.212436,-0.137132
Galaxy148,2644.65,699.28,0.115585,0.061477
Galaxy149,2705.94,3978.42,-0.098842,-0.044577
Galaxy150,1592.01,3283.88,-0.178391,-0.308847
Galaxy151,777.17,1860.15,-0.004405,0.340717
Galaxy152,2228.02,3491.69,-0.131545,-0.478355
Galaxy153,2179.47,1345.63,-0.056354,0.144450
