GalaxyID,x,y,e1,e2
Galaxy1,389.11,3918.49,-0.211544,0.063043
Galaxy2,3133.92,2079.83,0.105911,0.034701
Galaxy3,740.27,739.85,0.138654,-0.210671
Galaxy4,3468.55,1674.31,0.073385,0.118315
Galaxy5,674.23,3074.22,0.040099,0.056547
Galaxy6,1334.30,2933.05,0.023532,-0.090019
Galaxy7,4076.73,3786.17,-0.059909,0.113733
Galaxy8,1401.16,3860.69,0.209340,0.310518
Galaxy9,2619.61,2801.98,-0.075949,0.045689
Galaxy10,2733.95,3712.33,-0.309281,-0.078447
Galaxy11,567.80,1928.79,-0.126499,-0.181919
Galaxy12,820.51,1820.87,-0.478156,0.231268
Galaxy13,3119.84,3636.91,0.142467,-0.370765
Galaxy14,52.89,3826.87,0.182426,0.211867
Galaxy15,1333.35,3184.41,0.050732,-0.077324
Galaxy16,3314.41,1130.46,-0.153245,0.080066
Galaxy17,3585.93,1728.21,-0.130362,-0.152205
Galaxy18,512.70,0.43,-0.072830,-0.015309
Galaxy19,2822.69,2891.65,0.088511,0.095040
Galaxy20,55.67,2033.86,0.046762,0.238103
Galaxy21,3887.45,1283.83,-0.191825,-0.008990
Galaxy22,3564.62,3997.00,0.264909,-0.292823
Galaxy23,1351.71,1885.12,0.266433,0.144409
Galaxy24,209.46,3192.31,-0.276704,-0.047806
Galaxy25,1018.48,903.49,0.063391,-0.042600
Galaxy26,1283.15,1384.09,-0.038976,0.041292
Galaxy27,2725.77,1034.66,-0.281181,0.123414
Galaxy28,2648.97,1348.30,0.028895,-0.193872
Galaxy29,24.70,2542.73,0.102250,0.127040
Galaxy30,152.57,1938.00,-0.292926,0.450025
Galaxy31,3292.87,962.35,-0.049459,0.111940
Galaxy32,355.57,2732.31,0.086941,-0.064433
Galaxy33,3649.21,2514.93,0.248143,0.409869
Galaxy34,4152.28,714.82,-0.029147,0.199446
Galaxy35,707.33,2513.05,0.296078,0.310671
Galaxy36,4099.58,2557.43,0.096393,0.019929
Galaxy37,1225.67,3068.22,-0.079196,0.171901
Galaxy38,2660.37,2409.19,0.144068,0.239569
Galaxy39,1427.80,1819.48,0.123424,0.485177
Galaxy40,3426.45,1611.13,-0.182217,-0.345848
Galaxy41,3484.12,1613.73,0.074449,-0.062102
Galaxy42,2053.35,2226.77,0.626172,-0.123465
Galaxy43,953.18,271.22,-0.083477,0.296531
Galaxy44,297.12,3298.12,-0.054187,0.226043
Galaxy45,2522.45,1614.51,-0.070791,-0.226080
Galaxy46,899.06,3799.43,0.136659,0.279469
Galaxy47,875.71,1263.09,-0.141892,0.112011
Galaxy48,2170.31,149.23,0.240882,0.376943
Galaxy49,4161.51,668.42,0.446569,0.224784
Galaxy50,1108.36,3093.75,-0.068717,0.060747
Galaxy51,2418.52,2814.83,0.469068,0.112929
Galaxy52,1118.90,1717.75,0.072548,-0.085578
Galaxy53,2602.43,3024.79,0.066947,-0.211166
Galaxy54,1175.01,3197.54,-0.084840,-0.307851
Galaxy55,3676.02,2195.29,0.333122,-0.053984
Galaxy56,1933.01,3159.87,-0.112644,0.109240
Galaxy57,2653.99,1102.53,-0.062159,0.207909
Galaxy58,859.05,1027.42,-0.261677,-0.253657
Galaxy59,878.46,4112.79,0.167064,0.048573
Galaxy60,2666.88,2995.35,-0.307015,0.229139
Galaxy61,1772.67,1915.56,-0.294021,-0.019566
Galaxy62,3803.68,428.66,-0.156429,0.112470
Galaxy63,1676.53,3861.80,-0.053858,0.147685
Galaxy64,4088.79,2401.28,-0.098196,0.096095
Galaxy65,3953.27,1299.39,0.113581,-0.083080
Galaxy66,2827.66,3574.24,0.054843,-0.193892
Galaxy67,2523.86,3487.38,0.158872,0.188182
Galaxy68,3408.27,1347.35,-0.282319,-0.235108
Galaxy69,3235.52,1479.17,0.114385,-0.293993
Galaxy70,1570.35,2600.13,0.104362,0.079198
Galaxy71,407.14,808.79,0.009320,-0.242020
Galaxy72,1100.57,2869.23,-0.082879,0.480647
Galaxy73,4050.01,1088.25,0.034984,0.043107
Galaxy74,2054.76,610.24,0.077740,-0.094521
Galaxy75,2235.02,2023.53,-0.028862,-0.244813
Galaxy76,2174.21,1721.50,-0.010846,-0.468476
Galaxy77,2971.39,1531.62,-0.211061,-0.024618
Galaxy78,2509.85,2107.32,-0.013206,-0.069759
Galaxy79,355.62,2729.91,0.182042,0.076944
Galaxy80,2929.70,3453.17,0.172806,-0.245976
Galaxy81,513.96,1676.65,0.091113,0.163379
Galaxy82,3315.77,2775.41,0.038089,0.081742
Galaxy83,1702.19,2258.06,-0.075014,-0.011330
Galaxy84,1259.38,2147.52,0.097006,0.019521
Galaxy85,4013.95,1234.82,-0.012012,0.135005
Galaxy86,2170.86,2294.48,-0.080299,-0.189034
Galaxy87,4030.71,978.87,0.011482,-0.074415
Galaxy88,1611.47,3411.40,0.512460,-0.233036
Galaxy89,2175.20,255.73,0.117621,-0.193236
Galaxy90,403.89,1827.01,-0.035575,0.270901
Galaxy91,3582.70,2852.36,0.017043,-0.126007
Galaxy92,4187.01,3441.85,0.246046,-0.107738
Galaxy93,1978.72,2374.16,0.186884,0.111535
Galaxy94,1327.18,2174.21,0.366829,0.087213
Galaxy95,1919.38,1608.23,0.208132,-0.067765
Galaxy96,3682.90,1659.28,-0.174990,0.117807
Galaxy97,2490.43,4130.26,-0.243993,0.374467
Galaxy98,3663.55,3148.66,-0.197709,-0.088112
Galaxy99,2783.16,3569.33,0.033985,0.072730
Galaxy100,2950.78,3285.70,0.104053,0.144211
Galaxy101,3893.47,4179.62,-0.106956,-0.053599
Galaxy102,3057.57,4026.90,0.026239,0.059968
Galaxy103,4167.58,2244.09,0.046130,-0.089479
Galaxy104,1044.83,2939.58,-0.090327,0.388600
Galaxy105,2663.96,3798.08,-0.105225,0.202093
Galaxy106,2402.88,231.17,0.032652,0.232050
Galaxy107,3342.00,2796.82,0.102492,-0.325474
Galaxy108,867.80,2245.84,0.050124,-0.018774
Galaxy109,1067.59,2936.69,0.110919,-0.360483
Galaxy110,2772.26,1502.96,-0.130846,-0.151177
Galaxy111,3852.82,3221.18,0.197245,0.140308
Galaxy112,3549.37,1412.01,0.002279,0.164385
Galaxy113,672.75,2873.08,0.114404,0.172062
Galaxy114,3778.73,4134.61,0.230573,-0.172466
Galaxy115,3384.63,1025.44,-0.297331,-0.294844
Galaxy116,3385.04,1982.17,0.014514,-0.251070
Galaxy117,3319.22,337.45,0.109626,0.274616
Galaxy118,1656.90,1144.55,-0.250557,-0.342427
Galaxy119,3883.91,3106.63,0.091867,-0.105508
Galaxy120,2984.78,465.73,-0.243698,0.055042
Galaxy121,181.57,718.60,-0.360354,0.078377
Galaxy122,2313.44,1016.25,0.015446,0.411469
Galaxy123,3536.72,3472.58,-0.254501,0.144172
Galaxy124,4032.18,280.30,-0.124430,-0.161282
Galaxy125,198.26,303.77,-0.042870,0.709444
Galaxy126,346.18,907.45,-0.081088,-0.135806
Galaxy127,1561.44,1573.97,0.129572,0.289217
Galaxy128,3085.80,3074.38,0.035795,0.017420
Galaxy129,2405.02,2849.44,0.108361,-0.284617
Galaxy130,2046.17,2394.26,0.788220,-0.192423
Galaxy131,1781.68,1806.73,0.425668,-0.062134
Galaxy132,622.02,3778.85,-0.279795,-0.022902
Galaxy133,2710.01,3792.06,-0.158688,-0.280817
Galaxy134,2494.24,2852.97,0.072083,-0.212057
Galaxy135,2853.52,2389.43,0.397115,-0.257093
Galaxy136,2033.50,2987.72,-0.159283,-0.027749
Galaxy137,39.32,3640.69,0.149251,0.189144
Galaxy138,915.45,2995.02,0.105161,-0.346709
