GalaxyID,x,y,e1,e2
Galaxy1,1258.25,2853.70,-0.141857,-0.029734
Galaxy2,4081.44,324.25,-0.170343,0.306526
Galaxy3,277.92,3445.01,0.149930,0.309512
Galaxy4,3715.03,2436.85,0.237786,-0.385219
Galaxy5,1508.03,2765.67,-0.115271,-0.132322
Galaxy6,2836.64,2009.29,-0.280858,0.007041
Galaxy7,3969.76,1109.50,0.017094,-0.173432
Galaxy8,427.33,3648.50,-0.392552,-0.572916
Galaxy9,3604.08,1144.84,-0.381978,-0.135111
Galaxy10,3378.39,2071.11,0.168103,-0.097151
Galaxy11,2967.26,626.59,0.045389,-0.457429
Galaxy12,3095.62,3467.42,0.138210,-0.001481
Galaxy13,2625.48,3281.14,-0.381937,-0.038563
Galaxy14,4134.32,3422.55,0.124261,-0.251387
Galaxy15,1810.37,3793.67,0.423428,-0.167937
Galaxy16,3498.38,74.66,0.323076,-0.436042
Galaxy17,2279.06,2344.31,0.523642,0.324341
Galaxy18,1785.70,1632.21,0.060874,0.408159
Galaxy19,3644.43,2565.20,-0.331882,0.142556
Galaxy20,1760.87,4076.18,-0.127128,0.182956
Galaxy21,251.53,3777.79,0.043093,0.014778
Galaxy22,171.64,3089.65,-0.038778,0.013841
Galaxy23,3893.22,1412.69,0.104131,0.114144
Galaxy24,235.36,1678.22,0.561638,0.509983
Galaxy25,3555.63,988.34,0.292627,0.133119
Galaxy26,2432.97,3659.60,-0.044197,0.222795
Galaxy27,583.63,955.66,-0.124839,0.205175
Galaxy28,3661.09,2637.38,-0.075892,-0.434506
Galaxy29,1026.05,3408.45,-0.064916,-0.172695
Galaxy30,79.91,386.83,-0.312819,0.081802
Galaxy31,905.33,1487.33,-0.166893,-0.137821
Galaxy32,123.04,516.04,0.029825,-0.230798
Galaxy33,1449.51,2112.12,-0.024477,0.197963
Galaxy34,3712.88,716.14,-0.027827,-0.041263
Galaxy35,2057.61,145.99,-0.031716,0.210707
Galaxy36,1209.32,2164.33,0.290570,-0.260094
Galaxy37,1341.27,2670.18,-0.061076,-0.097480
Galaxy38,2858.08,4019.67,-0.093751,0.206655
Galaxy39,670.49,713.23,0.114285,0.315307
Galaxy40,2403.17,3964.19,-0.148636,0.053061
Galaxy41,197.29,3141.33,-0.062602,0.149784
Galaxy42,2615.36,1995.07,-0.075777,-0.120307
Galaxy43,2730.53,1547.25,0.425190,-0.151939
Galaxy44,1451.73,3495.31,0.021240,0.085365
Galaxy45,1955.98,1714.48,-0.292838,0.022784
Galaxy46,863.78,1562.58,0.203876,-0.002800
Galaxy47,1978.68,2314.02,-0.101918,-0.295235
Galaxy48,1176.92,750.00,0.022222,-0.001123
Galaxy49,3853.55,3120.04,0.094264,0.145715
Galaxy50,4167.89,3001.40,-0.062121,0.120640
Galaxy51,3652.34,2961.27,0.532598,0.209406
Galaxy52,3348.75,3884.85,-0.299689,-0.283766
Galaxy53,3473.29,2759.27,0.038457,-0.009131
Galaxy54,1527.09,4112.40,0.001764,-0.355652
Galaxy55,2970.12,3539.09,0.172472,0.190666
Galaxy56,3679.99,936.65,0.083470,0.248353
Galaxy57,643.54,2854.21,0.087472,-0.154036
Galaxy58,2290.45,3482.61,-0.201547,0.208519
Galaxy59,1555.17,2758.68,0.158452,0.304672
Galaxy60,3467.02,2343.25,0.094789,-0.085222
Galaxy61,2338.09,1527.35,-0.152231,-0.077468
Galaxy62,3265.25,2178.20,-0.338005,0.042296
Galaxy63,800.90,1764.26,0.024589,-0.142318
Galaxy64,2500.34,4165.10,-0.245793,0.078425
Galaxy65,178.45,1567.62,-0.130587,0.001149
Galaxy66,1329.73,1806.89,-0.013839,0.035076
Galaxy67,3856.46,2433.25,-0.210699,-0.311719
Galaxy68,2732.22,3870.98,-0.212372,0.349936
Galaxy69,512.46,3469.55,-0.048246,0.181784
Galaxy70,3682.77,1039.48,-0.021114,-0.043639
Galaxy71,3123.43,946.77,0.152875,-0.213696
Galaxy72,40.35,1396.08,-0.416502,0.215295
Galaxy73,260.63,175.84,0.262241,-0.517422
Galaxy74,2198.93,4032.72,-0.182277,0.353223
Galaxy75,2753.89,2454.66,0.266239,0.021224
Galaxy76,1579.71,3820.41,-0.014295,0.182704
Galaxy77,2152.38,1471.08,0.413158,0.157661
Galaxy78,3453.44,3525.71,0.021044,-0.022833
Galaxy79,3947.01,2102.13,-0.089246,0.182733
Galaxy80,3471.74,1598.98,0.214663,-0.004204
Galaxy81,4016.13,3222.36,0.442761,0.071330
Galaxy82,1563.54,1055.66,0.221501,0.107619
Galaxy83,4065.86,1670.94,0.365836,-0.176901
Galaxy84,3802.01,789.05,0.180538,0.162391
Galaxy85,3656.63,429.83,0.043622,-0.021436
