GalaxyID,x,y,e1,e2
Galaxy1,2275.76,1712.78,0.123804,0.210181
Galaxy2,205.98,1110.79,-0.141391,-0.144320
Galaxy3,1498.71,1764.19,-0.401479,0.309245
Galaxy4,2301.01,2613.11,0.125454,-0.099505
Galaxy5,1143.25,337.71,-0.111855,-0.068368
Galaxy6,3567.02,4036.08,-0.059671,0.012967
Galaxy7,1871.02,1276.07,-0.159813,0.195690
Galaxy8,1479.64,2632.73,0.320498,0.323517
Galaxy9,977.22,1114.04,-0.008311,-0.123117
Galaxy10,3439.12,3398.98,-0.024344,-0.053500
Galaxy11,581.13,3708.84,-0.279609,0.309488
Galaxy12,4054.50,2482.37,0.227404,-0.447932
Galaxy13,2342.38,3769.36,-0.261024,-0.028636
Galaxy14,4052.51,3974.88,0.036665,0.421484
Galaxy15,2427.96,819.17,-0.023849,-0.147467
Galaxy16,695.15,2411.74,0.073050,0.107516
Galaxy17,630.49,1441.48,-0.092918,0.017658
Galaxy18,2525.07,29.10,-0.167905,0.422701
Galaxy19,1644.62,1262.08,-0.088945,0.090104
Galaxy20,2729.91,961.15,0.432899,0.173037
Galaxy21,968.45,1461.16,0.207646,0.016813
Galaxy22,233.37,3999.86,-0.336889,0.451941
Galaxy23,3939.95,3314.69,-0.068937,-0.261018
Galaxy24,3337.33,1621.26,0.012169,-0.103667
Galaxy25,3363.48,3108.17,-0.044969,-0.132929
Galaxy26,3085.27,3376.88,-0.395424,-0.057912
Galaxy27,2615.94,2114.08,0.164646,0.284139
Galaxy28,589.17,493.52,-0.154034,-0.015364
Galaxy29,2752.91,968.61,-0.136045,0.023356
Galaxy30,2813.37,2940.87,-0.228982,0.288910
Galaxy31,2944.79,3905.65,0.084679,-0.258140
Galaxy32,3231.93,3444.34,0.112615,0.094943
Galaxy33,2388.63,1927.52,-0.126531,-0.112364
Galaxy34,576.69,3999.87,0.622793,-0.002670
Galaxy35,3657.46,251.62,0.063996,0.063120
Galaxy36,3541.29,9.47,-0.060342,-0.250200
Galaxy37,1355.66,4066.13,-0.230451,0.189439
Galaxy38,1456.35,3047.84,-0.072631,-0.095703
Galaxy39,1298.60,496.55,-0.047821,-0.130019
Galaxy40,984.64,1783.37,-0.073768,-0.015739
Galaxy41,3957.31,1371.31,-0.259924,0.178757
Galaxy42,1531.95,505.58,0.217021,-0.153415
Galaxy43,3911.93,2141.62,0.195293,0.160357
Galaxy44,1264.97,1250.57,0.272679,-0.051531
Galaxy45,2557.39,360.65,0.027689,0.012429
Galaxy46,3990.60,3939.38,-0.081004,-0.329703
Galaxy47,135.69,3548.51,-0.451879,-0.382059
Galaxy48,623.47,3405.90,-0.239310,0.019731
Galaxy49,201.26,1875.04,0.273615,0.258844
Galaxy50,1439.04,1222.75,-0.436874,0.164979
Galaxy51,2388.27,2083.01,-0.091560,0.011491
Galaxy52,3326.65,3552.57,-0.172454,-0.268731
Galaxy53,2068.45,2830.38,-0.269885,0.217854
Galaxy54,2149.24,1412.11,-0.314463,0.086348
Galaxy55,1744.84,2134.87,0.420086,0.078018
Galaxy56,4076.18,1587.85,-0.205992,-0.263816
Galaxy57,129.03,2089.49,0.002074,-0.354209
Galaxy58,3556.92,3095.36,0.198923,0.231588
Galaxy59,2023.12,3010.17,-0.257541,0.061015
Galaxy60,4002.70,1062.67,-0.293209,-0.088019
Galaxy61,2292.80,4188.77,-0.252327,0.156154
Galaxy62,1502.76,254.12,0.009171,0.158405
Galaxy63,1338.59,238.26,-0.063606,0.121021
Galaxy64,3577.63,474.90,0.242714,0.071219
Galaxy65,3844.98,705.69,-0.166937,-0.198850
Galaxy66,437.73,1078.92,-0.098556,0.165795
Galaxy67,1384.12,2143.62,0.113786,0.051066
Galaxy68,156.67,1587.69,-0.156658,-0.222811
Galaxy69,3282.09,186.00,-0.263382,0.083370
Galaxy70,1744.68,1258.63,0.147589,0.399408
Galaxy71,203.21,951.12,-0.208514,-0.041312
Galaxy72,1797.39,3859.54,-0.085179,-0.061937
Galaxy73,1570.36,1750.06,0.231342,0.199010
Galaxy74,4029.64,1206.70,0.004590,-0.091274
Galaxy75,75.53,3516.54,-0.079238,-0.002337
Galaxy76,2669.38,1511.90,0.020955,0.345228
Galaxy77,946.30,255.92,-0.132803,-0.298034
Galaxy78,2249.21,2985.10,-0.252217,-0.189969
Galaxy79,1813.30,2025.83,0.080537,0.108162
Galaxy80,2407.85,2978.83,0.088987,0.141044
Galaxy81,3316.58,2579.66,0.352560,0.230254
Galaxy82,3255.05,432.18,0.117681,0.194037
Galaxy83,1236.34,581.52,-0.163382,0.546890
Galaxy84,968.29,3587.06,0.235325,0.411078
Galaxy85,3731.48,1800.54,-0.175946,0.300194
Galaxy86,1551.29,439.10,0.077390,0.107260
